networkmanager-openconnect 1.2.4-2
networkmanager-openvpn 1.2.10-1
nm-connection-editor 1.8.0-1
nmap 7.40-2
nodejs 7.10.0-1
noto-fonts 20170428-1
npm 4.6.1-1
npth 1.3-1
nspr 4.14-1
nss 3.30.2-1
ntfs-3g 2017.3.23-1
numactl 2.0.11-1
numix-bevel-icon-theme-git 0.r10.5f1b191-2
numix-circle-icon-theme-git 0.r3215.2cbdff2-1
numix-gtk-theme 2.6.6-1
numix-icon-theme-git 0.r1899.271471c79-1
ocl-icd 2.2.11-1
octave 4.2.1-4
octave-symbolic 2.5.0-1
oniguruma 6.2.0-1
openal 1.17.2-2
opencl-nvidia 381.22-1
openconnect 1:7.08-1
opencore-amr 0.1.5-1
opencv 3.2.0-3
openexr 2.2.0-3
openjpeg 1.5.2-1
openjpeg2 2.1.2-2
openldap 2.4.44-4
openmpi 1.10.6-1
openresolv 3.9.0-1
openssh 7.5p1-2
openssl 1.1.0.e-1
openssl-1.0 1.0.2.k-3
openvpn 2.4.2-1
opus 1.1.4-1
orc 0.4.26+2+g249c709-1
orca 3.24.0+15+gc2c209c34-1
os-prober 1.75-1
ostree 2017.6-1
osx-arc-darker 1.3.7-1
overdue 1.0.0-1
oxygen-icons 1:5.34.0-1
p11-kit 0.23.5-1
p7zip 16.02-3
pacgraph 20110629-3
package-query 1.8-1
pacman 5.0.1-5
pacman-mirrorlist 20170427-1
pam 1.3.0-1
pambase 20130928-1
pango 1.40.5-1
pangomm 2.40.1-2
pangox-compat 0.0.2+2+gedb9e09-2
paper-gtk-theme-git 301.f75724f-1
paprefs 0.9.10-6
parted 3.2-5
patch 2.7.5-1
pavucontrol 3.0-4
pciutils 3.5.4-1
pcmciautils 018-7
pcre 8.40-1
pcre2 10.23-1
pcsclite 1.8.21-1
pdftk-bin 2.02_4_b1-2
perl 5.24.1-1
perl-algorithm-diff 1.1903-1
perl-encode-locale 1.05-1
perl-error 0.17024-1
perl-file-basedir 0.07-1
perl-file-listing 6.04-2
perl-file-next 1.16-1
perl-html-parser 3.72-2
perl-html-tagset 3.20-4
perl-http-cookies 6.03-1
perl-http-daemon 6.01-2
perl-http-date 6.02-2
perl-http-message 6.11-2
perl-http-negotiate 6.01-2
perl-io-html 1.001-1
perl-ipc-system-simple 1.25-1
perl-libwww 6.26-1
perl-locale-gettext 1.07-2
perl-lwp-mediatypes 6.02-2
perl-net-http 6.14-1
perl-parse-yapp 1.05-6
perl-regexp-common 2016010801-2
perl-sgmls 1:1.1-2
perl-try-tiny 0.28-1
perl-uri 1.71-1
perl-www-robotrules 6.02-2
perl-x11-guitest 0.28-2
perl-xml-namespacesupport 1.12-1
perl-xml-parser 2.44-3
perl-xml-sax 0.99-4
perl-xml-sax-base 1.09-1
perl-xml-sax-expat 0.51-4
perl-xml-simple 2.24-1
phonon-qt4 4.9.1-2
phonon-qt4-gstreamer 4.9.0-2
phonon-qt5 4.9.1-2
phonon-qt5-gstreamer 4.9.0-2
pinentry 1.0.0-1
pixman 0.34.0-1
pkcs11-helper 1.22-2
pkg-config 0.29.2-1
plank 0.11.4-1
png++ 0.2.9-1
poco 1.7.8-2
polari 3.24.1+2+g8c0e0fd-1
polkit 0.113+29+g3272a98-1
polkit-qt4 0.112.0+git20160226-1
polkit-qt5 0.112.0+git20160226-1
polybar 2.4.3-1
poppler 0.54.0-1
poppler-glib 0.54.0-1
popt 1.16-8
portaudio 190600_20161030-1
postgresql 9.6.2-1
postgresql-libs 9.6.2-1
potrace 1.14-1
powertop 2.9-1
ppp 2.4.7-2
preload 0.6.4-6
presentproto 1.1-1
printproto 1.0.5-3
procps-ng 3.3.12-1
projectm 2.1.0-16
projectm-pulseaudio 2.1.0-16
projectm-qt 2.1.0-16
protobuf 3.3.1-1
psmisc 22.21-3
pulseaudio 10.0-3
pulseaudio-alsa 2-3
pulseaudio-bluetooth 10.0-3
pulseaudio-gconf 10.0-3
pulseaudio-zeroconf 10.0-3
pygobject-devel 3.24.1-1
pygobject2-devel 2.28.6-13
pygtk 2.24.0-6
pypy 5.7.1-1
pyqt4-common 4.12-4
pyqt5-common 5.8.2-2
pyrex 0.9.9-4
python 3.6.1-1
python-acme 0.14.1-1
python-appdirs 1.4.3-1
python-asn1crypto 0.22.0-1
python-astroid 1.5.2-1
python-atspi 2.24.0-1
python-cached-property 1.3.0-2
python-cairo 1.13.1-1
python-cffi 1.10.0-1
python-chardet 3.0.2-1
python-colorama 0.3.9-1
python-configargparse 0.11.0-2
python-configobj 5.0.6-3
python-cryptography 1.8.1-4
python-dateutil 2.6.0-2
python-dbus 1.2.4-2
python-dbus-common 1.2.4-2
python-decorator 4.0.11-1
python-docker 2.2.1-1
python-docker-pycreds 0.2.1-2
python-dockerpty 0.4.1-2
python-docopt 0.6.2-4
python-editdistance 0.3.1-1
python-empy 3.3.3-1
python-future 0.16.0-2
python-gmpy2 2.0.8-2
python-gobject 3.24.1-1
python-idna 2.5-1
python-ipykernel 4.5.2-3
python-ipywidgets 6.0.0-1
python-isort 4.2.5-2
python-jinja 2.9.6-1
python-jsonschema 2.6.0-1
python-jupyter_client 5.0.1-1
python-jupyter_core 4.3.0-1
python-lazy-object-proxy 1.3.1-1
python-markupsafe 1.0-1
python-mccabe 0.6.1-1
python-mistune 0.7.4-1
python-mock 2.0.0-2
python-mpmath 0.19-3
python-numpy 1.12.1-1
python-packaging 16.8-2
python-parsedatetime 2.4-1
python-pbr 3.0.1-1
python-pexpect 4.2.1-2
python-pickleshare 0.7.4-3
python-pip 9.0.1-2
python-ply 3.10-1
python-prompt_toolkit 1.0.14-1
python-ptyprocess 0.5.1-2
python-pycodestyle 2.3.1-1
python-pycparser 2.17-2
python-pycups 1.9.73-3
python-pycurl 7.43.0-3
python-pyflakes 1.5.0-1
python-pygments 2.2.0-1
python-pylint 1.7.1-1
python-pyopenssl 17.0.0-1
python-pyparsing 2.2.0-1
python-pyqt4 4.12-4
python-pyqt5 5.8.2-2
python-pyrfc3339 1.0-2
python-pytz 2017.2-1
python-pyudev 0.21.0-2
python-pyzmq 16.0.2-2
python-requests 2.14.2-1
python-setuptools 1:35.0.2-1
python-sip 4.19.2-1
python-six 1.10.0-3
python-sympy 1.0-2
python-terminado 0.6-2
python-texttable 0.8.8-1
python-tornado 4.5.1-1
python-traitlets 4.3.2-1
python-urllib3 1.21.1-1
python-wcwidth 0.1.7-2
python-websocket-client 0.40.0-2
python-werkzeug 0.12.2-1
python-wrapt 1.10.10-1
python-xdg 0.25-4
python-yaml 3.12-2
python-zope-component 4.3.0-2
python-zope-event 4.2.0-2
python-zope-interface 4.4.0-1
python2 2.7.13-2
python2-acme 0.14.1-1
python2-appdirs 1.4.3-1
python2-asn1crypto 0.22.0-1
python2-astroid 1.5.2-1
python2-backports 1.0-1
python2-backports-abc 0.5-1
python2-backports.functools_lru_cache 1.4-2
python2-backports.shutil_get_terminal_size 1.0.0-1
python2-beautifulsoup4 4.6.0-1
python2-cairo 1.13.1-1
python2-catkin-pkg 0.2.10-1
python2-cffi 1.10.0-1
python2-chardet 3.0.2-1
python2-configargparse 0.11.0-2
python2-configobj 5.0.6-3
python2-configparser 3.5.0-1
python2-crypto 2.6.1-5
python2-cryptography 1.8.1-4
python2-cycler 0.10.0-2
python2-dateutil 2.6.0-2
python2-dbus 1.2.4-2
python2-decorator 4.0.11-1
python2-defusedxml 0.5.0-1
python2-docutils 0.13.1-2
python2-editdistance 0.3.1-1
python2-empy 3.3.2-2
python2-enum34 1.1.6-1
python2-exiv2 0.3.2-13
python2-funcsigs 1.0.2-1
python2-future 0.16.0-2
python2-gobject 3.24.1-1
python2-gobject2 2.28.6-13
python2-httplib2 0.10.3-1
python2-idna 2.5-1
python2-ipaddress 1.0.18-1
python2-ipykernel 4.5.2-3
python2-isort 4.2.5-2
python2-jinja 2.9.6-1
python2-jupyter_client 5.0.1-1
python2-jupyter_core 4.3.0-1
python2-lazy-object-proxy 1.3.1-1
python2-lxml 3.7.3-1
python2-markupsafe 1.0-1
python2-matplotlib 2.0.2-1
python2-mccabe 0.6.1-1
python2-mock 2.0.0-2
python2-ndg-httpsclient 0.4.2-2
python2-netifaces 0.10.5-2
python2-nose 1.3.7-3
python2-numpy 1.12.1-1
python2-olefile 0.43-2
python2-packaging 16.8-2
python2-paramiko 2.1.2-2
python2-parsedatetime 2.4-1
python2-pathlib 1.0.1-3
python2-pbr 3.0.1-1
python2-pexpect 4.2.1-2
python2-pickleshare 0.7.4-3
python2-pillow 4.1.1-1
python2-pip 9.0.1-2
python2-ply 3.10-1
python2-prompt_toolkit 1.0.14-1
python2-psutil 5.2.2-1
python2-ptyprocess 0.5.1-2
python2-pyasn1 0.2.3-1
python2-pycparser 2.17-2
python2-pycurl 7.43.0-3
python2-pydot 1.0.28-3
python2-pygments 2.2.0-1
python2-pylint 1.7.1-1
python2-pyopenssl 17.0.0-1
python2-pyparsing 2.2.0-1
python2-pyqt5 5.8.2-2
python2-pyrfc3339 1.0-2
python2-pytz 2017.2-1
python2-pyzmq 16.0.2-2
python2-requests 2.14.2-1
python2-rosdep 0.11.4-2
python2-rosdistro 0.4.7-1
python2-rospkg 1.0.39-1
python2-setproctitle 1.1.10-2
python2-setuptools 1:35.0.2-1
python2-singledispatch 3.4.0.3-2
python2-sip 4.19.2-1
python2-six 1.10.0-3
python2-tornado 4.5.1-1
python2-traitlets 4.3.2-1
python2-urllib3 1.21.1-1
python2-wcwidth 0.1.7-2
python2-werkzeug 0.12.2-1
python2-wrapt 1.10.10-1
python2-wstools 0.4.5-1
python2-yaml 3.12-2
python2-zope-component 4.3.0-2
python2-zope-event 4.2.0-2
python2-zope-interface 4.4.0-1
qca-qt4 2.1.3-3
qca-qt5 2.1.3-3
qemu 2.9.0-1
qgroundcontrol 3.1.0-1
qhull 2015.2-1
qopenvpn 2.0.0-1
qpdf 6.0.0-2
qqwing 1.3.4-3
qscintilla-qt5 2.10-1
qt4 4.8.7-20
qt5-base 5.8.0-11
qt5-declarative 5.8.0-2
qt5-graphicaleffects 5.8.0-1
qt5-location 5.8.0-1
qt5-multimedia 5.8.0-1
qt5-quickcontrols 5.8.0-1
qt5-script 5.8.0-1
qt5-sensors 5.8.0-1
qt5-serialport 5.8.0-1
qt5-speech 5.8.0-2
qt5-svg 5.8.0-1
qt5-tools 5.8.0-1
qt5-webchannel 5.8.0-1
qt5-webkit 5.8.0-3
qt5-x11extras 5.8.0-1
qt5-xmlpatterns 5.8.0-1
randrproto 1.5.0-1
ranger 1.8.1-1
raptor 2.0.15-6
rasqal 1:0.9.33-1
re2 20170501-1
readline 7.0.003-1
rebar3 3.2.0-1
recordproto 1.14.2-2
redland 1:1.0.17-4
redshift 1.11-4
refind-efi 0.10.7-1
reflector 2017-2
reiserfsprogs 3.6.25-1
renderproto 0.11.1-3
resourceproto 1.2.0-3
rest 0.8.0-2
rfkill 0.5-2
ripgrep 0.5.2-1
rmlint 2.4.6-1
ros-build-tools 0.2.0-1
ros-kinetic-actionlib 1.11.7-1
ros-kinetic-actionlib-msgs 1.12.5-1
ros-kinetic-angles 1.9.10-1
ros-kinetic-bond 1.7.18-1
ros-kinetic-bondcpp 1.7.18-1
ros-kinetic-bondpy 1.7.18-1
ros-kinetic-catkin 0.7.6-1
ros-kinetic-class-loader 0.3.6-1
ros-kinetic-cmake-modules 0.4.0-2
ros-kinetic-common-msgs 1.12.5-1
ros-kinetic-control-msgs 1.4.0-1
ros-kinetic-control-toolbox 1.15.0-1
ros-kinetic-cpp-common 0.6.2-1
ros-kinetic-cv-bridge 1.12.3-2
ros-kinetic-diagnostic-aggregator 1.8.10-1
ros-kinetic-diagnostic-analysis 1.8.10-1
ros-kinetic-diagnostic-common-diagnostics 1.8.10-1
ros-kinetic-diagnostic-msgs 1.12.5-1
ros-kinetic-diagnostic-updater 1.8.10-1
ros-kinetic-dynamic-reconfigure 1.5.46-1
ros-kinetic-eigen-conversions 1.11.8-1
ros-kinetic-gencpp 0.5.4-1
ros-kinetic-geneus 2.2.5-2
ros-kinetic-genlisp 0.4.16-1
ros-kinetic-genmsg 0.5.8-1
ros-kinetic-gennodejs 2.0.1-1
ros-kinetic-genpy 0.6.4-1
ros-kinetic-geometry-msgs 1.12.5-1
ros-kinetic-image-transport 1.11.11-1
ros-kinetic-joy 1.10.1-1
ros-kinetic-message-filters 1.12.6-1
ros-kinetic-message-generation 0.4.0-1
ros-kinetic-message-runtime 0.4.12-1
ros-kinetic-mk 1.13.4-1
ros-kinetic-nav-msgs 1.12.5-1
ros-kinetic-nodelet 1.9.8-1
ros-kinetic-orocos-kdl 1.3.1-1
ros-kinetic-pluginlib 1.10.4-1
ros-kinetic-python-qt-binding 0.3.1-3
ros-kinetic-qt-dotgraph 0.3.4-1
ros-kinetic-qt-gui 0.3.3-1
ros-kinetic-qt-gui-cpp 0.3.3-1
ros-kinetic-qt-gui-py-common 0.3.4-1
ros-kinetic-qwt-dependency 1.1.0-1
ros-kinetic-realtime-tools 1.9.2-1
ros-kinetic-ros 1.13.4-1
ros-kinetic-ros-comm 1.12.6-1
ros-kinetic-ros-core 1.3.0-1
ros-kinetic-rosbag 1.12.6-1
ros-kinetic-rosbag-migration-rule 1.0.0-1
ros-kinetic-rosbag-storage 1.12.6-1
ros-kinetic-rosbash 1.13.4-1
ros-kinetic-rosboost-cfg 1.13.4-1
ros-kinetic-rosbuild 1.13.4-1
ros-kinetic-rosclean 1.13.4-1
ros-kinetic-rosconsole 1.12.6-1
ros-kinetic-rosconsole-bridge 0.4.4-1
ros-kinetic-roscpp 1.12.6-1
ros-kinetic-roscpp-core 0.6.1-1
ros-kinetic-roscpp-serialization 0.6.2-1
ros-kinetic-roscpp-traits 0.6.2-1
ros-kinetic-roscreate 1.13.4-1
ros-kinetic-rosgraph 1.12.6-1
ros-kinetic-rosgraph-msgs 1.11.2-1
ros-kinetic-roslang 1.13.4-1
ros-kinetic-roslaunch 1.12.6-1
ros-kinetic-roslib 1.13.4-1
ros-kinetic-roslisp 1.9.20-1
ros-kinetic-roslz4 1.12.6-1
ros-kinetic-rosmake 1.13.4-1
ros-kinetic-rosmaster 1.12.6-1
ros-kinetic-rosmsg 1.12.6-1
ros-kinetic-rosnode 1.12.6-1
ros-kinetic-rosout 1.12.6-1
ros-kinetic-rospack 2.3.1-1
ros-kinetic-rosparam 1.12.6-1
ros-kinetic-rospy 1.12.6-1
ros-kinetic-rosservice 1.12.6-1
ros-kinetic-rostest 1.12.6-1
ros-kinetic-rostime 0.6.2-1
ros-kinetic-rostopic 1.12.6-1
ros-kinetic-rosunit 1.13.4-1
ros-kinetic-roswtf 1.12.6-1
ros-kinetic-rqt 0.3.1-1
ros-kinetic-rqt-action 0.4.5-1
ros-kinetic-rqt-bag 0.4.5-1
ros-kinetic-rqt-bag-plugins 0.4.5-1
ros-kinetic-rqt-common-plugins 0.4.5-1
ros-kinetic-rqt-console 0.4.5-1
ros-kinetic-rqt-dep 0.4.5-1
ros-kinetic-rqt-graph 0.4.5-1
ros-kinetic-rqt-gui 0.3.1-1
ros-kinetic-rqt-gui-cpp 0.3.1-1
ros-kinetic-rqt-gui-py 0.3.1-1
ros-kinetic-rqt-image-view 0.4.3-1
ros-kinetic-rqt-launch 0.4.5-1
ros-kinetic-rqt-logger-level 0.4.5-1
ros-kinetic-rqt-msg 0.4.5-1
ros-kinetic-rqt-plot 0.4.5-1
ros-kinetic-rqt-publisher 0.4.5-1
ros-kinetic-rqt-py-common 0.4.5-1
ros-kinetic-rqt-py-console 0.4.5-1
ros-kinetic-rqt-reconfigure 0.4.5-1
ros-kinetic-rqt-service-caller 0.4.5-1
ros-kinetic-rqt-shell 0.4.5-1
ros-kinetic-rqt-srv 0.4.5-1
ros-kinetic-rqt-top 0.4.5-1
ros-kinetic-rqt-topic 0.4.5-1
ros-kinetic-rqt-web 0.4.5-1
ros-kinetic-sensor-msgs 1.12.5-1
ros-kinetic-shape-msgs 1.12.5-1
ros-kinetic-smclib 1.7.18-1
ros-kinetic-std-msgs 0.5.11-1
ros-kinetic-std-srvs 1.11.2-1
ros-kinetic-stereo-msgs 1.12.5-1
ros-kinetic-tf 1.11.8-1
ros-kinetic-tf2 0.5.13-1
ros-kinetic-tf2-msgs 0.5.13-1
ros-kinetic-tf2-py 0.5.13-1
ros-kinetic-tf2-ros 0.5.13-1
ros-kinetic-topic-tools 1.12.6-1
ros-kinetic-trajectory-msgs 1.12.5-1
ros-kinetic-urdf 1.12.5-1
ros-kinetic-urdf-parser-plugin 1.12.5-1
ros-kinetic-visualization-msgs 1.12.5-1
ros-kinetic-xmlrpcpp 1.12.6-1
rsync 3.1.2-2
rtkit 0.11+6+g417bb7d-1
rtmpdump 1:2.4.r96.fa8646d-3
ruby 2.4.1-3
ruby-fusuma 0.1.2-1
run-parts 4.8.1-1
rustfmt 0.8.4-1
rustup 1.3.0-1
rxvt-unicode 9.22-2
rxvt-unicode-terminfo 9.22-2
rygel 0.34.0-1
s-nail 14.8.16-2
samba 4.5.8-1
sbc 1.3-1
sbcl 1.3.17-1
schroedinger 1.0.11-3
screen 4.5.1-3
screenfetch 3.8.0-2
scrnsaverproto 1.2.2-2
scrot 0.8.13-1
sdcc 3.6.0-3
sdl 1.2.15-8
sdl2 2.0.5-3
sdl_image 1.2.12-4
seabios 1.10.2-1
seahorse 3.20.0+44+ga1474bb-1
sed 4.4-1
semver 5.3.0-1
serf 1.3.9-2
setserial 2.17-5
shadow 4.4-3
shantz-xwinwrap-bzr 20090421-3
shared-color-targets 0.1.7-1
shared-mime-info 1.8-1
sharutils 4.15.2-2
shotwell 1:0.26.1-1
silver-searcher-git 1.0.2.25.g88a5c0c.r1853.88a5c0c-1
sip 4.19.2-1
slang 2.3.1a-1
smbclient 4.5.8-1
snappy 1.1.4-1
socat 1.7.3.2-2
solaar 0.9.2-5
solid 5.34.0-1
sonnet 5.34.0-1
sound-theme-freedesktop 0.8-2
soundtouch 1.9.2-1
spandsp 0.0.6-1
speech-dispatcher 0.8.7-1
speex 1.2.0-1
speexdsp 1.2rc3-2
spice 0.12.8-2
spice-glib 0.33-4
spice-gtk3 0.33-7
sqlite 3.18.0-1
startup-notification 0.12-5
steam 1.0.0.54-1
strace 4.16-1
sublime-text 2.0.2-4
subversion 1.9.5-2
sudo 1.8.20-1
suitesparse 4.5.4-1
sushi 3.24.0-1
svgcleaner 0.6.2-3
swell-foop 3.22.2-1
sysfsutils 2.1.0-9
syslinux 6.03-7
system-config-printer 1.5.9-2
systemd 232-8
systemd-sysvcompat 232-8
t1lib 5.1.2-6
taglib 1.11.1-1
tali 3.22.0-1
talloc 2.1.9-1
tango-icon-theme 0.8.90-11
tar 1.29-2
tcl 8.6.6-1
tcpdump 4.9.0-2
tdb 1.3.12-1
teensy-loader-cli 2.1-1
telepathy-farstream 0.6.2-4
telepathy-glib 0.24.1-1
telepathy-idle 0.2.0-1
telepathy-logger 0.8.2-2
telepathy-mission-control 5.16.4-2
terminator 1.91-5
tesseract 3.05.00-2
tesseract-data-eng 1:3.04.00-1
tevent 1:0.9.31-1
texinfo 6.3-1
thin-provisioning-tools 0.6.3-1
tig 2.2.2-1
tinyxml 2.6.2-5
tk 8.6.6-1
tlp 0.9-2
tmux 2.4-1
totem 3.24.0-1
totem-plparser 3.10.7+40+g3859685-1
traceroute 2.1.0-1
transmission-gtk 2.92-6
tree 1.7.0-1
tslib 1.10-1
ttf-dejavu 2.37-1
ttf-ubuntu-font-family 0.83-2
tzdata 2017b-1
udisks2 2.6.5-1
unclutter-xfixes-git v1.2.r2.g4b3b951-1
unetbootin 647-1
unibilium 1.2.0-1
universal-ctags-git 0.r4686.d2efd070-1
unixodbc 2.3.4-2
unrar 1:5.5.3-1
unzip 6.0-12
update-grub 0.0.1-7
update-pacman-mirrorlist 20160526-1
upower 0.99.4+12+g402640b-1
urdfdom 0.3.0-8
urdfdom-headers 0.3.0-1
usbmuxd 1.1.0-2
usbredir 0.7-1
usbutils 008-1
util-linux 2.29.2-2
v4l-utils 1.12.5-1
vagrant 1.9.4-1
vagrant-substrate 605.0566498-1
vala 0.36.3-1
valgrind 3.12.0-2
variety 0.6.4-1
vde2 2.3.2-10
vi 1:070224-2
vid.stab 1.1-1
videoproto 2.3.3-1
vifm 0.8.2-2
vim-runtime 8.0.0586-2
vinagre 3.22.0-2
vino 3.22.0+3+g67773d0-1
virglrenderer 0.6.0-1
virtualbox 5.1.22-2
virtualbox-host-dkms 5.1.22-2
vlc 2.2.4-9
vpnc 0.5.3.svn550-2
vte-common 0.48.3-1
vte3 0.48.3-1
vulkan-icd-loader 1.0.46.0-1
wavpack 5.1.0-1
wayland 1.13.0-1
wayland-protocols 1.7-1
wd719x-firmware 1-3
webkit2gtk 2.16.2-1
webkitgtk2 2.4.11-6
webrtc-audio-processing 0.3-2
weston 2.0.0-2
wget 1.19.1-2
which 2.21-2
whois 5.2.15-1
wildmidi 0.4.1-1
windowmaker 0.95.8-1
wireless_tools 30.pre9-1
wireshark-cli 2.2.6-1
wireshark-common 2.2.6-1
wireshark-gtk 2.2.6-1
wmctrl 1.07-4
wpa_supplicant 1:2.6-5
wxgtk 3.0.3.1-1
wxpython 3.0.2.0-2
x265 2.4-1
xcb-proto 1.12-3
xcb-util 0.4.0-1
xcb-util-cursor 0.1.3-1
xcb-util-image 0.4.0-1
xcb-util-keysyms 0.4.0-1
xcb-util-renderutil 0.3.9-1
xcb-util-wm 0.4.1-1
xcb-util-xrm 1.2-2
xclip 0.13-1
xdg-desktop-portal 0.6-1
xdg-desktop-portal-gtk 0.6-1
xdg-user-dirs 0.15-4
xdg-user-dirs-gtk 0.10+9+g5b7efc6-1
xdg-utils 1.1.2-1
xdotool 3.20160805.1-1
xextproto 7.3.0-1
xf86-input-libinput 0.25.1-1
xf86-video-fbdev 0.4.4-6
xf86-video-intel 1:2.99.917+772+gc72bb27a-1
xf86-video-vesa 2.3.4-3
xf86dgaproto 2.1-3
xf86driproto 2.1.1-3
xf86vidmodeproto 2.3.1-3
xfconf 4.12.1-1
xfsprogs 4.10.0-1
xine-lib 1.2.8-2
xineramaproto 1.2.1-3
xkeyboard-config 2.20-1
xmonad 0.13-1
xorg-appres 1.0.4-1
xorg-bdftopcf 1.0.5-1
xorg-font-util 1.3.1-1
xorg-font-utils 7.6-4
xorg-fonts-alias 1.0.3-1
xorg-fonts-encodings 1.0.4-4
xorg-fonts-misc 1.0.3-5
xorg-mkfontdir 1.0.7-8
xorg-mkfontscale 1.1.2-1
xorg-server 1.19.3-2
xorg-server-common 1.19.3-2
xorg-server-devel 1.19.3-2
xorg-server-xephyr 1.19.3-2
xorg-server-xwayland 1.19.3-2
xorg-setxkbmap 1.3.1-1
xorg-util-macros 1.19.1-1
xorg-utils 7.6-9
xorg-xauth 1.0.10-1
xorg-xclock 1.0.7-1
xorg-xdpyinfo 1.3.2-1
xorg-xdriinfo 1.0.5-1
xorg-xev 1.2.2-1
xorg-xhost 1.0.7-1
xorg-xinit 1.3.4-4
xorg-xinput 1.6.2-1
xorg-xkbcomp 1.4.0-1
xorg-xlsatoms 1.1.2-1
xorg-xlsclients 1.1.3-1
xorg-xmodmap 1.0.9-1
xorg-xprop 1.2.2-1
xorg-xrandr 1.5.0-1
xorg-xrdb 1.1.0-2
xorg-xset 1.2.3-1
xorg-xvinfo 1.1.3-1
xorg-xwininfo 1.1.3-1
xproto 7.0.31-1
xscreensaver 5.36-1
xsel 1.2.0.20160929-1
xvidcore 1.3.4-1
xz 5.2.3-1
yajl 2.1.0-1
yaourt 1.8.1-1
yelp 3.22.0+1+gfabd8eb-1
yelp-xsl 3.20.1-2
zenity 3.24.0-1
zeromq 4.2.1-1
zip 3.0-7
zita-alsa-pcmi 0.2.0-3
zita-resampler 1.3.0-5
zlib 1:1.2.11-1
zsh 5.3.1-2
zvbi 0.2.35-1
